id,sessionid,scoringrule,treatment,subjectid,scenario_order,scenarioid,period,pur,p1r,p2r,urn,draw1,draw2,belief1,belief2,belief3,post1,post2,post3,crt,risk_switch_pe,risk_switch_ce,female,agree1,agree2,agree3
2007,3,1,4,42,2,4,7,50,100,60,0,0,0,70,0,0,50,0,0,3,5,5,1,4,4,2
2008,3,1,4,42,2,7,8,30,60,0,0,0,0,30,15,5,30,15,6,3,5,5,1,4,4,2
2009,3,1,4,42,2,2,9,50,60,40,1,0,0,50,30,5,50,40,31,3,5,5,1,4,4,2
2010,3,1,4,42,2,10,10,70,60,20,1,0,1,70,70,85,70,54,78,3,5,5,1,4,4,2
2011,3,1,4,43,2,2,1,50,60,40,1,0,0,50,50,30,50,40,31,2,4,6,0,4,4,4
2012,3,1,4,43,2,10,2,70,60,20,1,0,1,81,90,100,70,54,78,2,4,6,0,4,4,4
2013,3,1,4,43,2,3,3,50,80,20,0,0,0,30,20,10,50,20,6,2,4,6,0,4,4,4
2014,3,1,4,43,2,1,4,50,40,0,1,1,0,60,100,100,50,100,100,2,4,6,0,4,4,4
2015,3,1,4,43,2,6,5,80,40,20,0,0,0,100,100,100,80,75,69,2,4,6,0,4,4,4
2016,3,1,4,43,2,5,6,20,80,60,1,1,1,25,25,5,20,25,31,2,4,6,0,4,4,4
2017,3,1,4,43,2,4,7,50,100,60,0,0,0,50,0,0,50,0,0,2,4,6,0,4,4,4
2018,3,1,4,43,2,8,8,70,100,40,1,1,1,80,70,85,70,85,94,2,4,6,0,4,4,4
2019,3,1,4,43,2,7,9,30,60,0,0,0,0,30,25,10,30,15,6,2,4,6,0,4,4,4
2020,3,1,4,43,2,9,10,30,80,40,1,1,0,25,30,14,30,46,22,2,4,6,0,4,4,4
2021,3,1,4,44,2,3,1,50,80,20,0,0,0,50,40,10,50,20,6,0,6,6,1,3,4,5
2022,3,1,4,44,2,10,2,70,60,20,1,0,1,70,70,70,70,54,78,0,6,6,1,3,4,5
2023,3,1,4,44,2,6,3,80,40,20,0,0,0,100,80,19,80,75,69,0,6,6,1,3,4,5
2024,3,1,4,44,2,4,4,50,100,60,0,0,0,50,50,20,50,0,0,0,6,6,1,3,4,5
2025,3,1,4,44,2,9,5,30,80,40,1,1,0,30,70,29,30,46,22,0,6,6,1,3,4,5
2026,3,1,4,44,2,8,6,70,100,40,1,1,1,70,70,100,70,85,94,0,6,6,1,3,4,5
2027,3,1,4,44,2,5,7,20,80,60,1,1,1,20,79,80,20,25,31,0,6,6,1,3,4,5
2028,3,1,4,44,2,2,8,50,60,40,1,0,0,50,39,20,50,40,31,0,6,6,1,3,4,5
2029,3,1,4,44,2,7,9,30,60,0,0,0,0,30,20,0,30,15,6,0,6,6,1,3,4,5
2030,3,1,4,44,2,1,10,50,40,0,1,1,0,50,100,100,50,100,100,0,6,6,1,3,4,5
2031,3,1,4,45,2,9,1,30,80,40,1,1,0,30,40,35,30,46,22,0,3,6,0,4,4,5
2032,3,1,4,45,2,1,2,50,40,0,1,1,0,60,100,100,50,100,100,0,3,6,0,4,4,5
2033,3,1,4,45,2,6,3,80,40,20,0,0,0,85,55,45,80,75,69,0,3,6,0,4,4,5
2034,3,1,4,45,2,4,4,50,100,60,0,0,0,80,0,0,50,0,0,0,3,6,0,4,4,5
2035,3,1,4,45,2,10,5,70,60,20,1,0,1,35,35,45,70,54,78,0,3,6,0,4,4,5
2036,3,1,4,45,2,8,6,70,100,40,1,1,1,10,60,80,70,85,94,0,3,6,0,4,4,5
2037,3,1,4,45,2,7,7,30,60,0,0,0,0,50,37,25,30,15,6,0,3,6,0,4,4,5
2038,3,1,4,45,2,5,8,20,80,60,1,1,1,37,55,68,20,25,31,0,3,6,0,4,4,5
2039,3,1,4,45,2,2,9,50,60,40,1,0,0,80,67,50,50,40,31,0,3,6,0,4,4,5
2040,3,1,4,45,2,3,10,50,80,20,0,0,0,83,65,57,50,20,6,0,3,6,0,4,4,5
2041,3,1,4,46,2,6,1,80,40,20,0,0,0,82,59,49,80,75,69,0,5,10,0,4,4,4
2042,3,1,4,46,2,10,2,70,60,20,1,0,1,65,12,15,70,54,78,0,5,10,0,4,4,4
2043,3,1,4,46,2,1,3,50,40,0,1,1,0,49,100,100,50,100,100,0,5,10,0,4,4,4
2044,3,1,4,46,2,9,4,30,80,40,1,1,0,19,18,17,30,46,22,0,5,10,0,4,4,4
2045,3,1,4,46,2,7,5,30,60,0,0,0,0,20,1,2,30,15,6,0,5,10,0,4,4,4
2046,3,1,4,46,2,2,6,50,60,40,1,0,0,91,87,85,50,40,31,0,5,10,0,4,4,4
2047,3,1,4,46,2,3,7,50,80,20,0,0,0,12,1,0,50,20,6,0,5,10,0,4,4,4
2048,3,1,4,46,2,8,8,70,100,40,1,1,1,100,100,100,70,85,94,0,5,10,0,4,4,4
2049,3,1,4,46,2,5,9,20,80,60,1,1,1,1,0,0,20,25,31,0,5,10,0,4,4,4
2050,3,1,4,46,2,4,10,50,100,60,0,0,0,100,0,0,50,0,0,0,5,10,0,4,4,4
2051,3,1,4,47,2,1,1,50,40,0,1,1,0,50,100,30,50,100,100,2,6,6,0,5,4,4
2052,3,1,4,47,2,8,2,70,100,40,1,1,1,70,60,70,70,85,94,2,6,6,0,5,4,4
2053,3,1,4,47,2,5,3,20,80,60,1,1,1,20,25,49,20,25,31,2,6,6,0,5,4,4
2054,3,1,4,47,2,7,4,30,60,0,0,0,0,30,26,26,30,15,6,2,6,6,0,5,4,4
2055,3,1,4,47,2,6,5,80,40,20,0,0,0,80,37,37,80,75,69,2,6,6,0,5,4,4
2056,3,1,4,47,2,9,6,30,80,40,1,1,0,30,65,80,30,46,22,2,6,6,0,5,4,4
2057,3,1,4,47,2,4,7,50,100,60,0,0,0,50,0,0,50,0,0,2,6,6,0,5,4,4
2058,3,1,4,47,2,10,8,70,60,20,1,0,1,70,45,75,70,54,78,2,6,6,0,5,4,4
2059,3,1,4,47,2,3,9,50,80,20,0,0,0,50,80,20,50,20,6,2,6,6,0,5,4,4
2060,3,1,4,47,2,2,10,50,60,40,1,0,0,50,40,40,50,40,31,2,6,6,0,5,4,4
2061,3,1,4,48,2,8,1,70,100,40,1,1,1,70,70,70,70,85,94,1,9,1,1,5,5,5
2062,3,1,4,48,2,2,2,50,60,40,1,0,0,50,50,50,50,40,31,1,9,1,1,5,5,5
2063,3,1,4,48,2,7,3,30,60,0,0,0,0,30,30,30,30,15,6,1,9,1,1,5,5,5
2064,3,1,4,48,2,4,4,50,100,60,0,0,0,50,0,0,50,0,0,1,9,1,1,5,5,5
2065,3,1,4,48,2,10,5,70,60,20,1,0,1,70,70,70,70,54,78,1,9,1,1,5,5,5
2066,3,1,4,48,2,3,6,50,80,20,0,0,0,50,50,50,50,20,6,1,9,1,1,5,5,5
2067,3,1,4,48,2,9,7,30,80,40,1,1,0,30,30,30,30,46,22,1,9,1,1,5,5,5
2068,3,1,4,48,2,1,8,50,40,0,1,1,0,50,0,100,50,100,100,1,9,1,1,5,5,5
2069,3,1,4,48,2,6,9,80,40,20,0,0,0,80,80,80,80,75,69,1,9,1,1,5,5,5
2070,3,1,4,48,2,5,10,20,80,60,1,1,1,20,80,80,20,25,31,1,9,1,1,5,5,5
2071,3,1,4,49,2,1,1,50,40,0,1,1,0,50,100,100,50,100,100,2,6,5,1,3,3,4
2072,3,1,4,49,2,3,2,50,80,20,0,0,0,50,20,8,50,20,6,2,6,5,1,3,3,4
2073,3,1,4,49,2,2,3,50,60,40,1,0,0,50,40,33,50,40,31,2,6,5,1,3,3,4
2074,3,1,4,49,2,9,4,30,80,40,1,1,0,30,75,23,30,46,22,2,6,5,1,3,3,4
2075,3,1,4,49,2,4,5,50,100,60,0,0,0,50,0,0,50,0,0,2,6,5,1,3,3,4
2076,3,1,4,49,2,8,6,70,100,40,1,1,1,70,86,87,70,85,94,2,6,5,1,3,3,4
2077,3,1,4,49,2,10,7,70,60,20,1,0,1,70,55,83,70,54,78,2,6,5,1,3,3,4
2078,3,1,4,49,2,6,8,80,40,20,0,0,0,80,75,71,80,75,69,2,6,5,1,3,3,4
2079,3,1,4,49,2,5,9,20,80,60,1,1,1,20,25,32,20,25,31,2,6,5,1,3,3,4
2080,3,1,4,49,2,7,10,30,60,0,0,0,0,30,15,6,30,15,6,2,6,5,1,3,3,4
2081,3,1,4,50,2,1,1,50,40,0,1,1,0,50,100,100,50,100,100,0,10,10,1,3,4,5
2082,3,1,4,50,2,4,2,50,100,60,0,0,0,60,0,0,50,0,0,0,10,10,1,3,4,5
2083,3,1,4,50,2,5,3,20,80,60,1,1,1,20,30,30,20,25,31,0,10,10,1,3,4,5
2084,3,1,4,50,2,7,4,30,60,0,0,0,0,40,85,85,30,15,6,0,10,10,1,3,4,5
2085,3,1,4,50,2,3,5,50,80,20,0,0,0,55,20,20,50,20,6,0,10,10,1,3,4,5
2086,3,1,4,50,2,10,6,70,60,20,1,0,1,70,40,61,70,54,78,0,10,10,1,3,4,5
2087,3,1,4,50,2,9,7,30,80,40,1,1,0,30,24,20,30,46,22,0,10,10,1,3,4,5
2088,3,1,4,50,2,8,8,70,100,40,1,1,1,70,75,75,70,85,94,0,10,10,1,3,4,5
2089,3,1,4,50,2,6,9,80,40,20,0,0,0,80,55,40,80,75,69,0,10,10,1,3,4,5
2090,3,1,4,50,2,2,10,50,60,40,1,0,0,55,36,30,50,40,31,0,10,10,1,3,4,5
2091,3,1,4,51,2,5,1,20,80,60,1,1,1,20,10,25,20,25,31,0,6,5,0,4,5,5
2092,3,1,4,51,2,6,2,80,40,20,0,0,0,80,50,35,80,75,69,0,6,5,0,4,5,5
2093,3,1,4,51,2,7,3,30,60,0,0,0,0,70,10,1,30,15,6,0,6,5,0,4,5,5
2094,3,1,4,51,2,3,4,50,80,20,0,0,0,50,5,1,50,20,6,0,6,5,0,4,5,5
2095,3,1,4,51,2,4,5,50,100,60,0,0,0,50,0,0,50,0,0,0,6,5,0,4,5,5
2096,3,1,4,51,2,8,6,70,100,40,1,1,1,70,70,85,70,85,94,0,6,5,0,4,5,5
2097,3,1,4,51,2,1,7,50,40,0,1,1,0,50,100,100,50,100,100,0,6,5,0,4,5,5
2098,3,1,4,51,2,9,8,30,80,40,1,1,0,70,60,10,30,46,22,0,6,5,0,4,5,5
2099,3,1,4,51,2,2,9,50,60,40,1,0,0,50,50,25,50,40,31,0,6,5,0,4,5,5
2100,3,1,4,51,2,10,10,70,60,20,1,0,1,70,30,85,70,54,78,0,6,5,0,4,5,5
2101,3,1,4,52,2,4,1,50,100,60,0,0,0,50,0,0,50,0,0,0,5,5,1,4,2,5
2102,3,1,4,52,2,3,2,50,80,20,0,0,0,50,20,20,50,20,6,0,5,5,1,4,2,5
2103,3,1,4,52,2,8,3,70,100,40,1,1,1,70,70,80,70,85,94,0,5,5,1,4,2,5
2104,3,1,4,52,2,6,4,80,40,20,0,0,0,80,70,40,80,75,69,0,5,5,1,4,2,5
2105,3,1,4,52,2,10,5,70,60,20,1,0,1,70,60,90,70,54,78,0,5,5,1,4,2,5
2106,3,1,4,52,2,7,6,30,60,0,0,0,0,30,10,10,30,15,6,0,5,5,1,4,2,5
2107,3,1,4,52,2,2,7,50,60,40,1,0,0,50,30,20,50,40,31,0,5,5,1,4,2,5
2108,3,1,4,52,2,5,8,20,80,60,1,1,1,20,20,30,20,25,31,0,5,5,1,4,2,5
2109,3,1,4,52,2,1,9,50,40,0,1,1,0,50,100,100,50,100,100,0,5,5,1,4,2,5
2110,3,1,4,52,2,9,10,30,80,40,1,1,0,30,70,30,30,46,22,0,5,5,1,4,2,5
2111,3,1,4,53,2,8,1,70,100,40,1,1,1,70,80,95,70,85,94,2,6,4,0,2,4,3
2112,3,1,4,53,2,2,2,50,60,40,1,0,0,51,40,33,50,40,31,2,6,4,0,2,4,3
2113,3,1,4,53,2,1,3,50,40,0,1,1,0,50,100,100,50,100,100,2,6,4,0,2,4,3
2114,3,1,4,53,2,10,4,70,60,20,1,0,1,70,33,40,70,54,78,2,6,4,0,2,4,3
2115,3,1,4,53,2,4,5,50,100,60,0,0,0,51,0,0,50,0,0,2,6,4,0,2,4,3
2116,3,1,4,53,2,3,6,50,80,20,0,0,0,50,20,15,50,20,6,2,6,4,0,2,4,3
2117,3,1,4,53,2,5,7,20,80,60,1,1,1,20,25,30,20,25,31,2,6,4,0,2,4,3
2118,3,1,4,53,2,6,8,80,40,20,0,0,0,80,55,48,80,75,69,2,6,4,0,2,4,3
2119,3,1,4,53,2,9,9,30,80,40,1,1,0,39,65,38,30,46,22,2,6,4,0,2,4,3
2120,3,1,4,53,2,7,10,30,60,0,0,0,0,35,22,15,30,15,6,2,6,4,0,2,4,3
2121,3,1,4,54,2,1,1,50,40,0,1,1,0,50,100,100,50,100,100,1,4,9,1,5,5,5
2122,3,1,4,54,2,8,2,70,100,40,1,1,1,70,85,85,70,85,94,1,4,9,1,5,5,5
2123,3,1,4,54,2,4,3,50,100,60,0,0,0,50,0,0,50,0,0,1,4,9,1,5,5,5
2124,3,1,4,54,2,10,4,70,60,20,1,0,1,70,60,67,70,54,78,1,4,9,1,5,5,5
2125,3,1,4,54,2,7,5,30,60,0,0,0,0,30,30,28,30,15,6,1,4,9,1,5,5,5
2126,3,1,4,54,2,6,6,80,40,20,0,0,0,82,79,75,80,75,69,1,4,9,1,5,5,5
2127,3,1,4,54,2,5,7,20,80,60,1,1,1,20,20,20,20,25,31,1,4,9,1,5,5,5
2128,3,1,4,54,2,9,8,30,80,40,1,1,0,30,35,37,30,46,22,1,4,9,1,5,5,5
2129,3,1,4,54,2,3,9,50,80,20,0,0,0,50,35,30,50,20,6,1,4,9,1,5,5,5
2130,3,1,4,54,2,2,10,50,60,40,1,0,0,50,50,45,50,40,31,1,4,9,1,5,5,5
2131,3,1,4,55,2,4,1,50,100,60,0,0,0,50,0,0,50,0,0,1,3,5,1,5,4,5
2132,3,1,4,55,2,3,2,50,80,20,0,0,0,50,10,10,50,20,6,1,3,5,1,5,4,5
2133,3,1,4,55,2,1,3,50,40,0,1,1,0,50,100,30,50,100,100,1,3,5,1,5,4,5
2134,3,1,4,55,2,10,4,70,60,20,1,0,1,70,40,90,70,54,78,1,3,5,1,5,4,5
2135,3,1,4,55,2,2,5,50,60,40,1,0,0,60,45,10,50,40,31,1,3,5,1,5,4,5
2136,3,1,4,55,2,7,6,30,60,0,0,0,0,10,40,5,30,15,6,1,3,5,1,5,4,5
2137,3,1,4,55,2,8,7,70,100,40,1,1,1,85,90,85,70,85,94,1,3,5,1,5,4,5
2138,3,1,4,55,2,5,8,20,80,60,1,1,1,35,60,15,20,25,31,1,3,5,1,5,4,5
2139,3,1,4,55,2,6,9,80,40,20,0,0,0,95,97,90,80,75,69,1,3,5,1,5,4,5
2140,3,1,4,55,2,9,10,30,80,40,1,1,0,25,70,15,30,46,22,1,3,5,1,5,4,5
2141,3,1,4,56,2,10,1,70,60,20,1,0,1,70,65,70,70,54,78,2,7,5,1,3,3,4
2142,3,1,4,56,2,6,2,80,40,20,0,0,0,80,80,55,80,75,69,2,7,5,1,3,3,4
2143,3,1,4,56,2,9,3,30,80,40,1,1,0,30,42,20,30,46,22,2,7,5,1,3,3,4
2144,3,1,4,56,2,1,4,50,40,0,1,1,0,50,100,100,50,100,100,2,7,5,1,3,3,4
2145,3,1,4,56,2,8,5,70,100,40,1,1,1,70,75,100,70,85,94,2,7,5,1,3,3,4
2146,3,1,4,56,2,7,6,30,60,0,0,0,0,30,30,8,30,15,6,2,7,5,1,3,3,4
2147,3,1,4,56,2,3,7,50,80,20,0,0,0,50,30,0,50,20,6,2,7,5,1,3,3,4
2148,3,1,4,56,2,4,8,50,100,60,0,0,0,50,0,0,50,0,0,2,7,5,1,3,3,4
2149,3,1,4,56,2,2,9,50,60,40,1,0,0,50,50,38,50,40,31,2,7,5,1,3,3,4
2150,3,1,4,56,2,5,10,20,80,60,1,1,1,20,20,20,20,25,31,2,7,5,1,3,3,4
2151,3,1,4,57,2,4,1,50,100,60,0,0,0,50,0,0,50,0,0,3,4,7,0,3,4,5
2152,3,1,4,57,2,10,2,70,60,20,1,0,1,70,60,90,70,54,78,3,4,7,0,3,4,5
2153,3,1,4,57,2,6,3,80,40,20,0,0,0,82,72,69,80,75,69,3,4,7,0,3,4,5
2154,3,1,4,57,2,2,4,50,60,40,1,0,0,50,42,37,50,40,31,3,4,7,0,3,4,5
2155,3,1,4,57,2,8,5,70,100,40,1,1,1,74,70,62,70,85,94,3,4,7,0,3,4,5
2156,3,1,4,57,2,9,6,30,80,40,1,1,0,33,37,15,30,46,22,3,4,7,0,3,4,5
2157,3,1,4,57,2,1,7,50,40,0,1,1,0,50,100,100,50,100,100,3,4,7,0,3,4,5
2158,3,1,4,57,2,7,8,30,60,0,0,0,0,32,12,5,30,15,6,3,4,7,0,3,4,5
2159,3,1,4,57,2,5,9,20,80,60,1,1,1,20,25,35,20,25,31,3,4,7,0,3,4,5
2160,3,1,4,57,2,3,10,50,80,20,0,0,0,50,30,20,50,20,6,3,4,7,0,3,4,5
2161,3,1,4,58,2,8,1,70,100,40,1,1,1,70,72,80,70,85,94,0,6,6,0,4,4,4
2162,3,1,4,58,2,1,2,50,40,0,1,1,0,50,100,100,50,100,100,0,6,6,0,4,4,4
2163,3,1,4,58,2,4,3,50,100,60,0,0,0,60,0,0,50,0,0,0,6,6,0,4,4,4
2164,3,1,4,58,2,9,4,30,80,40,1,1,0,30,40,5,30,46,22,0,6,6,0,4,4,4
2165,3,1,4,58,2,3,5,50,80,20,0,0,0,50,30,0,50,20,6,0,6,6,0,4,4,4
2166,3,1,4,58,2,6,6,80,40,20,0,0,0,80,85,90,80,75,69,0,6,6,0,4,4,4
2167,3,1,4,58,2,7,7,30,60,0,0,0,0,30,15,0,30,15,6,0,6,6,0,4,4,4
2168,3,1,4,58,2,10,8,70,60,20,1,0,1,70,50,100,70,54,78,0,6,6,0,4,4,4
2169,3,1,4,58,2,5,9,20,80,60,1,1,1,20,20,20,20,25,31,0,6,6,0,4,4,4
2170,3,1,4,58,2,2,10,50,60,40,1,0,0,50,30,10,50,40,31,0,6,6,0,4,4,4
2171,3,1,4,59,2,5,1,20,80,60,1,1,1,19,19,19,20,25,31,3,7,4,0,5,4,3
2172,3,1,4,59,2,1,2,50,40,0,1,1,0,49,100,100,50,100,100,3,7,4,0,5,4,3
2173,3,1,4,59,2,9,3,30,80,40,1,1,0,29,71,29,30,46,22,3,7,4,0,5,4,3
2174,3,1,4,59,2,3,4,50,80,20,0,0,0,0,0,0,50,20,6,3,7,4,0,5,4,3
2175,3,1,4,59,2,8,5,70,100,40,1,1,1,80,90,100,70,85,94,3,7,4,0,5,4,3
2176,3,1,4,59,2,10,6,70,60,20,1,0,1,100,80,90,70,54,78,3,7,4,0,5,4,3
2177,3,1,4,59,2,4,7,50,100,60,0,0,0,80,0,0,50,0,0,3,7,4,0,5,4,3
2178,3,1,4,59,2,6,8,80,40,20,0,0,0,95,90,90,80,75,69,3,7,4,0,5,4,3
2179,3,1,4,59,2,7,9,30,60,0,0,0,0,0,0,0,30,15,6,3,7,4,0,5,4,3
2180,3,1,4,59,2,2,10,50,60,40,1,0,0,80,75,70,50,40,31,3,7,4,0,5,4,3
2181,3,1,4,60,2,2,1,50,60,40,1,0,0,50,20,25,50,40,31,2,4,5,0,5,4,3
2182,3,1,4,60,2,3,2,50,80,20,0,0,0,55,10,10,50,20,6,2,4,5,0,5,4,3
2183,3,1,4,60,2,4,3,50,100,60,0,0,0,50,0,0,50,0,0,2,4,5,0,5,4,3
2184,3,1,4,60,2,6,4,80,40,20,0,0,0,90,80,80,80,75,69,2,4,5,0,5,4,3
2185,3,1,4,60,2,10,5,70,60,20,1,0,1,70,25,85,70,54,78,2,4,5,0,5,4,3
2186,3,1,4,60,2,5,6,20,80,60,1,1,1,15,25,25,20,25,31,2,4,5,0,5,4,3
2187,3,1,4,60,2,1,7,50,40,0,1,1,0,50,100,100,50,100,100,2,4,5,0,5,4,3
2188,3,1,4,60,2,7,8,30,60,0,0,0,0,30,15,15,30,15,6,2,4,5,0,5,4,3
2189,3,1,4,60,2,8,9,70,100,40,1,1,1,80,90,90,70,85,94,2,4,5,0,5,4,3
2190,3,1,4,60,2,9,10,30,80,40,1,1,0,20,35,5,30,46,22,2,4,5,0,5,4,3
2191,5,1,4,81,3,7,1,30,60,0,1,0,0,15,10,0,30,15,6,1,7,8,1,5,5,4
2192,5,1,4,81,3,6,2,80,40,20,1,0,0,80,53,60,80,75,69,1,7,8,1,5,5,4
2193,5,1,4,81,3,5,3,20,80,60,1,1,0,26,32,30,20,25,14,1,7,8,1,5,5,4
2194,5,1,4,81,3,9,4,30,80,40,0,0,0,60,44,25,30,12,5,1,7,8,1,5,5,4
2195,5,1,4,81,3,4,5,50,100,60,1,1,1,54,59,67,50,63,74,1,7,8,1,5,5,4
2196,5,1,4,81,3,3,6,50,80,20,0,0,0,64,56,29,50,20,6,1,7,8,1,5,5,4
2197,5,1,4,81,3,1,7,50,40,0,0,0,0,59,47,39,50,37,26,1,7,8,1,5,5,4
2198,5,1,4,81,3,2,8,50,60,40,0,1,0,41,57,76,50,60,50,1,7,8,1,5,5,4
2199,5,1,4,81,3,8,9,70,100,40,1,1,1,65,74,85,70,85,94,1,7,8,1,5,5,4
2200,5,1,4,81,3,10,10,70,60,20,1,1,1,73,78,93,70,88,95,1,7,8,1,5,5,4
2201,5,1,4,82,3,8,1,70,100,40,1,1,1,70,60,80,70,85,94,1,6,6,0,4,3,5
2202,5,1,4,82,3,1,2,50,40,0,0,0,0,50,20,5,50,37,26,1,6,6,0,4,3,5
2203,5,1,4,82,3,3,3,50,80,20,0,0,0,50,8,0,50,20,6,1,6,6,0,4,3,5
2204,5,1,4,82,3,4,4,50,100,60,1,1,1,60,45,74,50,63,74,1,6,6,0,4,3,5
2205,5,1,4,82,3,2,5,50,60,40,0,1,0,38,48,25,50,60,50,1,6,6,0,4,3,5
2206,5,1,4,82,3,10,6,70,60,20,1,1,1,75,78,100,70,88,95,1,6,6,0,4,3,5
2207,5,1,4,82,3,9,7,30,80,40,0,0,0,33,14,0,30,12,5,1,6,6,0,4,3,5
2208,5,1,4,82,3,7,8,30,60,0,1,0,0,24,19,2,30,15,6,1,6,6,0,4,3,5
2209,5,1,4,82,3,6,9,80,40,20,1,0,0,82,67,55,80,75,69,1,6,6,0,4,3,5
2210,5,1,4,82,3,5,10,20,80,60,1,1,0,16,27,24,20,25,14,1,6,6,0,4,3,5
2211,5,1,4,83,3,10,1,70,60,20,1,1,1,70,80,94,70,88,95,1,7,5,0,5,5,5
2212,5,1,4,83,3,6,2,80,40,20,1,0,0,80,73,70,80,75,69,1,7,5,0,5,5,5
2213,5,1,4,83,3,1,3,50,40,0,0,0,0,50,40,28,50,37,26,1,7,5,0,5,5,5
2214,5,1,4,83,3,8,4,70,100,40,1,1,1,70,85,90,70,85,94,1,7,5,0,5,5,5
2215,5,1,4,83,3,5,5,20,80,60,1,1,0,20,24,15,20,25,14,1,7,5,0,5,5,5
2216,5,1,4,83,3,9,6,30,80,40,0,0,0,30,23,13,30,12,5,1,7,5,0,5,5,5
2217,5,1,4,83,3,2,7,50,60,40,0,1,0,50,43,50,50,60,50,1,7,5,0,5,5,5
2218,5,1,4,83,3,7,8,30,60,0,1,0,0,30,17,12,30,15,6,1,7,5,0,5,5,5
2219,5,1,4,83,3,4,9,50,100,60,1,1,1,50,40,28,50,63,74,1,7,5,0,5,5,5
2220,5,1,4,83,3,3,10,50,80,20,0,0,0,50,80,91,50,20,6,1,7,5,0,5,5,5
2221,5,1,4,84,3,7,1,30,60,0,1,0,0,30,19,15,30,15,6,1,7,5,1,4,4,3
2222,5,1,4,84,3,8,2,70,100,40,1,1,1,80,80,80,70,85,94,1,7,5,1,4,4,3
2223,5,1,4,84,3,2,3,50,60,40,0,1,0,50,60,50,50,60,50,1,7,5,1,4,4,3
2224,5,1,4,84,3,10,4,70,60,20,1,1,1,80,80,85,70,88,95,1,7,5,1,4,4,3
2225,5,1,4,84,3,6,5,80,40,20,1,0,0,82,80,77,80,75,69,1,7,5,1,4,4,3
2226,5,1,4,84,3,9,6,30,80,40,0,0,0,30,19,13,30,12,5,1,7,5,1,4,4,3
2227,5,1,4,84,3,5,7,20,80,60,1,1,0,20,20,15,20,25,14,1,7,5,1,4,4,3
2228,5,1,4,84,3,3,8,50,80,20,0,0,0,50,35,29,50,20,6,1,7,5,1,4,4,3
2229,5,1,4,84,3,4,9,50,100,60,1,1,1,51,55,60,50,63,74,1,7,5,1,4,4,3
2230,5,1,4,84,3,1,10,50,40,0,0,0,0,50,40,36,50,37,26,1,7,5,1,4,4,3
2231,5,1,4,85,3,1,1,50,40,0,0,0,0,50,50,50,50,37,26,1,11,5,0,3,5,5
2232,5,1,4,85,3,10,2,70,60,20,1,1,1,70,90,100,70,88,95,1,11,5,0,3,5,5
2233,5,1,4,85,3,6,3,80,40,20,1,0,0,80,75,0,80,75,69,1,11,5,0,3,5,5
2234,5,1,4,85,3,3,4,50,80,20,0,0,0,50,15,0,50,20,6,1,11,5,0,3,5,5
2235,5,1,4,85,3,5,5,20,80,60,1,1,0,20,20,3,20,25,14,1,11,5,0,3,5,5
2236,5,1,4,85,3,2,6,50,60,40,0,1,0,50,70,15,50,60,50,1,11,5,0,3,5,5
2237,5,1,4,85,3,8,7,70,100,40,1,1,1,70,95,95,70,85,94,1,11,5,0,3,5,5
2238,5,1,4,85,3,7,8,30,60,0,1,0,0,30,5,5,30,15,6,1,11,5,0,3,5,5
2239,5,1,4,85,3,9,9,30,80,40,0,0,0,30,5,0,30,12,5,1,11,5,0,3,5,5
2240,5,1,4,85,3,4,10,50,100,60,1,1,1,50,65,80,50,63,74,1,11,5,0,3,5,5
2241,5,1,4,86,3,6,1,80,40,20,1,0,0,93,90,85,80,75,69,0,7,5,0,2,2,2
2242,5,1,4,86,3,9,2,30,80,40,0,0,0,25,5,0,30,12,5,0,7,5,0,2,2,2
2243,5,1,4,86,3,7,3,30,60,0,1,0,0,25,17,5,30,15,6,0,7,5,0,2,2,2
2244,5,1,4,86,3,8,4,70,100,40,1,1,1,80,90,90,70,85,94,0,7,5,0,2,2,2
2245,5,1,4,86,3,2,5,50,60,40,0,1,0,50,55,50,50,60,50,0,7,5,0,2,2,2
2246,5,1,4,86,3,4,6,50,100,60,1,1,1,50,75,85,50,63,74,0,7,5,0,2,2,2
2247,5,1,4,86,3,1,7,50,40,0,0,0,0,50,24,16,50,37,26,0,7,5,0,2,2,2
2248,5,1,4,86,3,3,8,50,80,20,0,0,0,50,85,97,50,20,6,0,7,5,0,2,2,2
2249,5,1,4,86,3,5,9,20,80,60,1,1,0,20,20,20,20,25,14,0,7,5,0,2,2,2
2250,5,1,4,86,3,10,10,70,60,20,1,1,1,70,84,100,70,88,95,0,7,5,0,2,2,2
2251,5,1,4,87,3,6,1,80,40,20,1,0,0,80,70,65,80,75,69,0,6,3,1,4,4,4
2252,5,1,4,87,3,1,2,50,40,0,0,0,0,50,45,44,50,37,26,0,6,3,1,4,4,4
2253,5,1,4,87,3,10,3,70,60,20,1,1,1,70,75,85,70,88,95,0,6,3,1,4,4,4
2254,5,1,4,87,3,5,4,20,80,60,1,1,0,20,18,10,20,25,14,0,6,3,1,4,4,4
2255,5,1,4,87,3,3,5,50,80,20,0,0,0,50,45,40,50,20,6,0,6,3,1,4,4,4
2256,5,1,4,87,3,4,6,50,100,60,1,1,1,50,65,75,50,63,74,0,6,3,1,4,4,4
2257,5,1,4,87,3,7,7,30,60,0,1,0,0,30,24,20,30,15,6,0,6,3,1,4,4,4
2258,5,1,4,87,3,2,8,50,60,40,0,1,0,50,55,60,50,60,50,0,6,3,1,4,4,4
